name,title,desc
RajatSharma098,Great Purchase,"I am a regular customer at Bewakoof and have some great T-Shirt collections from here. I feel the quality of the fabrics used for making T-Shirts is very good. It is soft. If you are someone who likes casual wear, then surely go for it. Not only about being casual, but the tees will also feel extremely light on the body by making you feel the best experience. Their plus point is that the variety they have is huge in any clothing collection, so choosing anyone out of the given options becomes very easy. I would surely recommend Bewakoof to my fellow customers."
Rish85,Expectations met beyond satisfaction!,The products from Bewakoof are amazing and the level of comfort is applaudable!
rahgupta212,"High On Fashion, Low on Price","Recently, a friend of mine suggested me to shop from this website as I wanted to buy different and quirky t-shirts to my surprise they do have an amazing collection. I ordered a few items and each product was delivered separately. What delighted me was that there was a goodie sent with each product! I must say that the goodies were really cute and I loved them!"
Sid_Sharma,Quirky Designs! Great Quality!,"I've been ordering from bewakoof.com for a very long time now,  the quality of their products is amazing! Their joggers are one of the most comfortable ever! Their T-shirts are amazing, great for college going crowd, good quality at very affordable prices. Been a fan, always will be."
NikiShah88,Love their joggers!,"I am a person who loves roaming in comfortable clothes. I prefer wearing loose track pants and tshirts over a pair of denims and a girly top as it makes me feel more comfortable which is very important for me. This is mainly because I travel a lot to my college from my place and I have many projects for which I have to move to places. When I came across Bewakoof.com, I absolutely loved their joggers for women. I wanted to buy 3-4 joggers all together at a time. They look fabulous and trendy but I feel it’s a bit over priced. I am still a student and I don’t earn. All I get is some amount of pocket money of Rs.7, 000 per month so I cannot spend Rs. 1, 200 on only one pair of joggers. As joggers are to be worn as a casual wear so it shouldn't cost this much. I hope they reduce their joggers' price. If they do so, I will surely buy a lot of it!"
ashish270,Fabulous Products,These guys are the best. Have been a regular buyer for past one year. Their website and app is super stylish and most importantly easy to use. They keep coming with fresh designs and prints .
anushri0604,Trendy Collection For Girls,"Recently bought two boxy t-shirts, one Raglan T-shirt and one Nexus 5 mobile cover from bewakoof.com. All of the products are really stylish and classy."
karan504,Refreshing collections,Just received my order of 1 Panel T-shirt and 1 Printed Polo T-Shirt from this website called bewakoof.com. So thought of writing this review. I would like to mention that the design and Print quality is really great. Even the overall quality of the T-shirts is also commendable. Found this website a refreshing change compared to all the other Indian e-commerce websites out there. Designs are really funny and very youth oriented.
Pradeeppujari,Impressive Collection,"I am in love with bewakoof.com. They have really impressive collection for the youths with catchy slogans. I ordered 1 printed T-shirt, 1 shirt and 1 mobile cover and this was my first order from bewakoof.com. They have very refreshing collection of shirts, really worth the price."
shashankv,Simply Awesome,I m going to share the reviews of the products I purchased from bewakoof.com. And its about my first order from bewakoof.com.
