pull-right,profile-img href,b-lazy src,b-lazy src 2,user-ms-name,user-ms-name href,usr-addr-text,total-rev-counts,total-rev-counts href,total-followers-counts,total-followers-counts href,col-10,col-10 href,rating,views,rating 2,rating 3,rating href,label,more,more 2,more 3,flag-review-text href,flag-review-text src,share,share 2,share 3,share 4,share 5,rc src,like-image-new src,rar-rate,tooltip,comment-image-new src,comment-clk,share-text-icon src,share-text-icon,btn,btn 2,btn 3,tooltip-content,b-lazy src 3,tooltip-content 3
Reply as Brand,https://www.mouthshut.com/algotrust61,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,algotrust61,https://www.mouthshut.com/algotrust61,India,1 Review,https://www.mouthshut.com/algotrust61/reviews,,,Best online shopping app in India????,https://www.mouthshut.com/review/bewakoof-review-mmuoqnslqmp,"Aug 05, 2023 12:22 PM",1869 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I am used to buy t shirts on bewakoof online shopping app. But after new update the app is become pretty slow and time taking. Please found the bug and fix it. Much love ?,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/Deepika007784,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,Deepika007784,https://www.mouthshut.com/deepika007784,Ontario Canada,2 Reviews,https://www.mouthshut.com/deepika007784/reviews,,,Big time Thuggers,https://www.mouthshut.com/review/bewakoof-review-qnsotunuomp,"Jul 09, 2023 11:56 AM",2087 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,Never buy anything directly from their personal website. They never return your money if you resend the product. They force to buy something else and never ship all items. 1 item is always short and they say we have delivered it.,This is how they make money. Also product quality is very very cheap.,Not at all recommended.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/yesiamorganic,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,yesiamorganic,https://www.mouthshut.com/yesiamorganic,India,1 Review,https://www.mouthshut.com/yesiamorganic/reviews,,,Bewakoof know as a Tshirts Brand. They are pro.,https://www.mouthshut.com/review/bewakoof-review-qrurusuromp,"Jul 05, 2023 01:03 PM",1966 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"I am a Tshirts lover. I used to buy many t-shirts on different different shopping apps. In 2020 i found bewakoof app and when I try their t-shirt and that only in 399 rs. I am just fan of bewakoof. They have comfortable material, high quality, looks rich, pocket friendly price and even trendy design, memes t shirts and many more. I used wear this tshirt in collage. And it's look so cool and confident. ??",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/bhavsardev19003,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,bhavsardev19003,https://www.mouthshut.com/bhavsardev19003,India,1 Review,https://www.mouthshut.com/bhavsardev19003/reviews,,,Air collection is best collection on Bewakoof,https://www.mouthshut.com/review/bewakoof-review-tomrtsqromp,"Jul 04, 2023 09:53 PM",1912 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I recently purchased Air collection tshirt on bewakoof.com. the t-shirt quality is amazing and the color and fitting is juts nice. i am happy with my order. ??,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/bhargavdivecha07,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,bhargavdivecha07,https://www.mouthshut.com/bhargavdivecha07,India,1 Review,https://www.mouthshut.com/bhargavdivecha07/reviews,,,Last month I purchased oversized tshirt on Bewakoo,https://www.mouthshut.com/review/bewakoof-review-pqruoupqomp,"Jul 03, 2023 10:26 PM",1891 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I am new costumer on Bewakoof.com i jut’s purchase new oversized t shirt on beeakoof. It was so good. Not even colour even good quality and low price. Now i am fan of bewakoof online shopping app. It is best online shopping app in india right mow i guess.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/infopatelfood,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,infopatelfood,https://www.mouthshut.com/infopatelfood,India,1 Review,https://www.mouthshut.com/infopatelfood/reviews,,,Most of the time i buy t-shirt for self,https://www.mouthshut.com/review/bewakoof-review-qpssmlupomp,"Jul 02, 2023 10:32 PM",1894 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I was in collage when I buy first t-shirts from bewakoof.com. after that I am fan of bewakoof I purchased so many products like t-shirts' joggers boxers. All are good quality,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/manharbhai8025,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,manharbhai8025,https://www.mouthshut.com/manharbhai8025,India,1 Review,https://www.mouthshut.com/manharbhai8025/reviews,,,I  am old coustomer of bewakoof from 2018,https://www.mouthshut.com/review/bewakoof-review-lurrmutpomp,"Jul 02, 2023 09:56 PM",1707 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"I am old coustomer of bewakoof from 2018. I has so many products of bewakoof like t-shirts , boxers, oversized tshirt amd joggers. All purchases are awesome and high quality amd even cheap price.",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/manojbajpai22022,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,manojbajpai22022,https://www.mouthshut.com/manojbajpai22022,India,1 Review,https://www.mouthshut.com/manojbajpai22022/reviews,,,After update the app is very smooth and user-frien,https://www.mouthshut.com/review/bewakoof-review-rlrpquppomp,"Jul 01, 2023 02:00 PM",1606 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I used to shopping on bewakoof around 3 years now. The app is so slow before last update. After update they change so many things in app like app GUI and also app speed is quite improved. Even they add many features like bestsellers section and add to cart button. I really impressed with the efforts of bewakoof team on the app.??,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/19bba61,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,19bba61,https://www.mouthshut.com/19bba61,India,1 Review,https://www.mouthshut.com/19bba61/reviews,,,Most trendy clothes and even great qualities,https://www.mouthshut.com/review/bewakoof-review-supnoouoomp,"Jun 29, 2023 10:45 PM",1606 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,I just got this through my newsletter and I'm so happy! The color filter and the size chart is really a game changer. I can finally find the perfect mobile cover for my phone. And what's even better is that it's delivered in no time at all! It arrived before the estimated date which was fantastic for me because I had to move in a hurry...!!!!????,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/vinitparmar3105,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,vinitparmar3105,https://www.mouthshut.com/vinitparmar3105,India,1 Review,https://www.mouthshut.com/vinitparmar3105/reviews,,,They best Air collection in India right now,https://www.mouthshut.com/review/bewakoof-review-otmqomuoomp,"Jun 29, 2023 09:39 PM",1498 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,The best online shopping app where you can buy best and trendy T-shirts in very cheap rate,They best oversized T-shirt and cool prints on it,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/sweetudesai167,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,sweetudesai167,https://www.mouthshut.com/sweetudesai167,India,1 Review,https://www.mouthshut.com/sweetudesai167/reviews,,,They have best oversized t-shirts in inda,https://www.mouthshut.com/review/bewakoof-review-pouutnqoomp,"Jun 28, 2023 10:52 PM",1578 Views,,,,Response Received,"I have been using BEWAKOOF for a while now, and I am really satisfied with the service they offer. The app is really easy to use and they have a wide variety of clothing options. I love that they support fast delivery, easy payment and refund & return policies! Their clothes are also of great quality, which you don't find in other online stores",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/sonironak68,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,sonironak68,https://www.mouthshut.com/sonironak68,India,1 Review,https://www.mouthshut.com/sonironak68/reviews,,,Best online shopping app in india,https://www.mouthshut.com/review/bewakoof-review-uorsslqoomp,"Jun 28, 2023 10:01 PM",1543 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,Best online shopping app in inda right now. They have trendy air collection. Also oversized t shirts are so cool and cheap rate and even good quality,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/droy09602,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,droy09602,https://www.mouthshut.com/droy09602,Jamshedpur India,7 Reviews,https://www.mouthshut.com/droy09602/reviews,6 Followers,https://www.mouthshut.com/account/trust_by.php?user=droy09602,Shopping,https://www.mouthshut.com/review/bewakoof-review-smlnpnrlnmp,"May 23, 2023 03:20 PM",1676 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,Great shopping app for teenagers having very good quality of T-shirts half pants and also other accessories I am a regular buyer buying the product from past 4 years,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
